date,ticks_window1,ticks_window2
2021-10-16,464,586
2021-10-17,586,565
2021-10-18,534,582
2021-10-19,493,549
2021-10-20,579,533
2021-10-21,539,599
2021-10-22,562,535
2021-10-23,470,594
2021-10-24,496,593
2021-10-25,446,330
2021-10-26,536,587
2021-10-27,592,599
2021-10-28,587,582
2021-10-29,551,591
2021-10-30,312,529
2021-10-31,526,564
2021-11-01,463,561
2021-11-02,564,587
2021-11-03,589,500
2021-11-04,521,577
2021-11-05,556,585
2021-11-06,272,558
2021-11-07,437,518
2021-11-08,573,535
2021-11-09,558,582
2021-11-10,473,572
2021-11-11,514,523
2021-11-12,535,573
2021-11-13,283,536
2021-11-14,536,490
2021-11-15,375,360
2021-11-16,590,582
2021-11-17,569,554
2021-11-18,580,589
2021-11-19,514,566
2021-11-20,287,421
2021-11-21,489,543
2021-11-22,462,545
2021-11-23,555,591
2021-11-24,525,580
2021-11-25,490,548
2021-11-26,575,597
2021-11-27,435,551
2021-11-28,535,533
2021-11-29,440,475
2021-11-30,575,582
2021-12-01,575,577
2021-12-02,576,579
2021-12-03,553,557
2021-12-04,549,598
2021-12-05,583,594
2021-12-06,485,599
2021-12-07,505,560
2021-12-08,532,587
2021-12-09,518,551
2021-12-10,527,568
2021-12-11,392,519
2021-12-12,463,501
2021-12-13,551,531
2021-12-14,494,587
2021-12-15,525,564
2021-12-16,523,547
2021-12-17,489,478
2021-12-18,266,332
2021-12-19,412,338
2021-12-20,575,547
2021-12-21,500,540
2021-12-22,502,451
2021-12-23,406,492
2021-12-24,435,567
2021-12-25,197,256
2021-12-26,210,492
2021-12-27,502,429
2021-12-28,533,508
2021-12-29,304,422
2021-12-30,404,420
2021-12-31,443,484
2022-01-03,367,378
2022-01-04,376,422
2022-01-05,323,514
2022-01-06,467,551
2022-01-07,539,525
2022-01-08,346,420
2022-01-09,311,474
2022-01-10,405,522
2022-01-11,470,528
2022-01-12,426,559
2022-01-13,496,473
2022-01-14,511,496
2022-01-15,153,0
2022-01-17,492,460
2022-01-18,348,444
2022-01-19,403,398
2022-01-20,420,395
2022-01-21,459,470
2022-01-22,583,586
2022-01-23,560,458
2022-01-24,450,488
2022-01-25,460,521
2022-01-26,531,565
2022-01-27,420,438
2022-01-28,340,485
2022-01-29,314,0
2022-01-30,485,426
2022-01-31,452,525
2022-02-01,429,524
2022-02-02,321,381
2022-02-03,273,483
2022-02-04,452,430
2022-02-05,0,249
2022-02-06,0,267
2022-02-07,527,365
2022-02-08,593,396
2022-02-09,563,493
2022-02-10,346,494
2022-02-11,438,274
2022-02-14,359,402
2022-02-15,311,539
2022-02-16,416,389
2022-02-17,318,371
2022-02-18,411,447
2022-02-21,286,531
2022-02-22,531,334
2022-02-23,390,373
2022-02-24,597,584
2022-02-25,337,378
2022-02-28,461,498
2022-03-01,385,469
2022-03-02,482,516
2022-03-03,280,177
2022-03-04,268,395
2022-03-05,188,0
2022-03-06,0,157
2022-03-07,269,475
2022-03-08,428,417
2022-03-09,417,393
2022-03-10,527,356
2022-03-11,539,591
2022-03-12,399,337
2022-03-13,353,497
2022-03-14,400,364
2022-03-15,264,171
2022-03-16,344,392
2022-03-17,362,335
2022-03-18,485,467
2022-03-21,251,503
2022-03-22,407,510
2022-03-23,518,446
2022-03-24,514,512
2022-03-25,441,552
2022-03-28,446,271
2022-03-29,452,529
2022-03-30,483,481
2022-03-31,388,344
2022-04-01,362,331
2022-04-02,297,361
2022-04-03,416,0
2022-04-04,373,388
2022-04-05,319,337
2022-04-06,302,499
2022-04-07,298,410
2022-04-08,284,369
2022-04-09,410,195
2022-04-10,250,212
2022-04-11,161,440
2022-04-12,223,314
2022-04-13,359,318
2022-04-14,268,323
2022-04-15,206,177
2022-04-16,421,242
2022-04-17,217,274
2022-04-18,357,289
2022-04-19,229,355
2022-04-20,239,470
2022-04-21,289,392
2022-04-22,313,225
2022-04-23,442,287
2022-04-24,177,291
2022-04-25,335,426
2022-04-26,193,247
2022-04-27,285,329
2022-04-28,253,199
2022-04-29,249,347
2022-04-30,403,263
2022-05-01,223,243
2022-05-02,303,383
2022-05-03,273,228
2022-05-04,434,234
2022-05-05,366,258
2022-05-06,371,440
2022-05-07,354,318
2022-05-08,391,361
2022-05-09,416,541
2022-05-10,576,471
2022-05-11,533,509
2022-05-12,600,574
2022-05-13,553,503
2022-05-14,473,571
2022-05-15,401,540
2022-05-16,472,507
2022-05-17,394,371
2022-05-18,496,375
2022-05-19,422,549
2022-05-20,547,591
2022-05-21,348,345
2022-05-22,367,566
2022-05-23,536,567
2022-05-24,406,417
2022-05-25,370,331
2022-05-26,536,530
2022-05-27,560,432
2022-05-28,329,394
2022-05-29,143,493
2022-05-30,517,368
2022-05-31,458,288
2022-06-01,519,446
2022-06-02,459,506
2022-06-03,406,454
2022-06-04,141,428
2022-06-05,424,469
2022-06-06,462,358
2022-06-07,485,473
2022-06-08,589,588
2022-06-09,566,588
2022-06-10,529,524
2022-06-11,399,592
2022-06-12,596,589
2022-06-13,598,600
2022-06-14,599,600
2022-06-15,600,595
2022-06-16,598,596
2022-06-17,587,599
2022-06-18,529,563
2022-06-19,598,578
2022-06-20,599,599
2022-06-21,600,599
2022-06-22,573,577
2022-06-23,581,566
2022-06-24,586,585
2022-06-25,455,561
2022-06-26,572,597
2022-06-27,541,517
2022-06-28,552,580
2022-06-29,597,584
2022-06-30,535,582
2022-07-01,588,584
2022-07-02,459,470
2022-07-03,578,471
2022-07-04,492,591
2022-07-05,571,594
2022-07-06,561,554
2022-07-07,588,531
2022-07-08,599,572
2022-07-09,418,585
2022-07-10,583,592
2022-07-11,589,578
2022-07-12,554,487
2022-07-13,477,367
2022-07-14,570,577
2022-07-15,541,442
2022-07-16,380,529
2022-07-17,564,584
2022-07-18,580,560
2022-07-19,504,560
2022-07-20,518,548
2022-07-21,465,494
2022-07-22,449,521
2022-07-23,435,594
2022-07-24,599,569
2022-07-25,265,500
2022-07-26,356,491
2022-07-27,405,494
2022-07-28,515,489
2022-07-29,473,527
2022-07-30,343,422
2022-07-31,571,559
2022-08-01,308,473
2022-08-02,407,467
2022-08-03,556,474
2022-08-04,502,467
2022-08-05,531,515
2022-08-06,517,499
2022-08-07,536,0
2022-08-08,445,444
2022-08-09,340,555
2022-08-10,351,488
2022-08-11,580,558
2022-08-12,520,564
2022-08-13,526,573
2022-08-14,570,568
2022-08-15,390,462
2022-08-16,498,459
2022-08-17,400,402
2022-08-18,314,286
2022-08-19,372,524
2022-08-20,503,518
2022-08-21,540,581
2022-08-22,353,352
2022-08-23,495,101
2022-08-24,350,340
2022-08-25,407,373
2022-08-26,58,412
2022-08-27,523,552
2022-08-28,61,49
2022-08-29,445,195
2022-08-30,160,106
2022-08-31,153,193
2022-09-01,399,159
2022-09-02,367,375
2022-09-03,51,50
2022-09-04,439,49
2022-09-05,463,141
2022-09-06,251,169
2022-09-07,366,132
2022-09-08,71,114
2022-09-09,465,221
2022-09-10,481,505
2022-09-11,524,38
2022-09-12,367,477
2022-09-13,487,513
2022-09-14,185,294
2022-09-15,550,192
2022-09-16,110,218
2022-09-17,387,529
2022-09-18,530,517
2022-09-19,537,462
2022-09-20,109,206
2022-09-21,274,210
2022-09-22,196,362
2022-09-23,151,513
2022-09-24,443,111
2022-09-25,50,88
2022-09-26,432,183
2022-09-27,277,307
2022-09-28,192,523
2022-09-29,541,530
2022-09-30,440,377
2022-10-01,110,104
2022-10-02,99,82
2022-10-03,271,82
2022-10-04,42,440
2022-10-05,482,552
2022-10-06,49,112
2022-10-07,28,45
2022-10-08,83,483
2022-10-09,26,36
2022-10-10,41,41
2022-10-11,29,110
2022-10-12,243,346
2022-10-13,187,477
2022-10-14,63,378
2022-10-15,374,518
2022-10-16,426,446
2022-10-17,69,134
2022-10-18,52,83
2022-10-19,68,53
2022-10-20,48,66
2022-10-21,48,474
2022-10-22,11,20
2022-10-23,15,10
2022-10-24,63,271
2022-10-25,226,443
2022-10-26,416,184
2022-10-27,77,138
2022-10-28,394,224
2022-10-29,406,525
2022-10-30,501,544
2022-10-31,354,390
2022-11-01,65,65
2022-11-02,87,85
2022-11-03,354,480
2022-11-04,485,445
2022-11-05,55,511
2022-11-06,473,492
2022-11-07,389,358
2022-11-08,230,181
2022-11-09,556,600
2022-11-10,584,583
2022-11-11,598,353
2022-11-12,526,85
2022-11-13,67,110
2022-11-14,228,119
2022-11-15,528,328
2022-11-16,539,571
2022-11-17,362,410
2022-11-18,370,424
2022-11-19,288,408
2022-11-20,383,527
2022-11-21,570,543
2022-11-22,525,508
2022-11-23,111,76
2022-11-24,81,526
2022-11-25,74,47
2022-11-26,19,11
2022-11-27,42,10
2022-11-28,57,16
2022-11-29,73,26
2022-11-30,24,11
2022-12-01,398,18
2022-12-02,12,46
2022-12-03,248,401
2022-12-04,7,3
2022-12-05,66,43
2022-12-06,384,378
2022-12-07,307,467
2022-12-08,198,567
2022-12-09,234,278
2022-12-10,6,5
2022-12-11,10,10
2022-12-12,12,0
2022-12-13,526,378
2022-12-14,250,474
2022-12-15,350,539
2022-12-16,420,303
2022-12-17,416,491
2022-12-18,412,348
2022-12-19,490,327
2022-12-20,352,246
2022-12-21,401,297
2022-12-22,134,248
2022-12-23,286,363
2022-12-24,341,290
2022-12-25,341,240
2022-12-26,232,3
2022-12-27,6,4
2022-12-28,397,279
2022-12-29,2,8
2022-12-30,525,339
2022-12-31,13,0
2023-01-02,372,156
2023-01-03,10,3
2023-01-04,10,247
2023-01-05,3,11
2023-01-06,5,12
2023-01-07,5,190
2023-01-09,326,280
2023-01-10,135,221
2023-01-11,226,156
2023-01-12,338,14
2023-01-13,54,69
2023-01-14,201,188
2023-01-15,485,535
2023-01-16,104,527
2023-01-17,237,152
2023-01-18,187,69
2023-01-19,512,397
2023-01-20,397,307
2023-01-21,395,587
2023-01-22,529,548
2023-01-23,99,541
2023-01-24,535,522
2023-01-25,357,376
2023-01-26,547,556
2023-01-27,344,88
2023-01-28,24,10
2023-01-29,25,242
2023-01-30,32,279
2023-01-31,199,52
2023-02-01,36,48
2023-02-02,86,71
2023-02-03,32,40
2023-02-04,15,18
2023-02-05,417,481
2023-02-06,237,184
2023-02-07,62,89
2023-02-08,24,70
2023-02-09,182,500
2023-02-10,381,447
2023-02-11,248,143
2023-02-12,454,351
2023-02-13,318,534
2023-02-14,37,25
2023-02-15,208,421
2023-02-16,146,96
2023-02-17,149,193
2023-02-18,32,41
2023-02-19,547,425
2023-02-20,495,463
2023-02-21,503,363
2023-02-22,505,192
2023-02-23,111,284
2023-02-24,73,51
2023-02-25,62,68
2023-02-26,35,18
2023-02-27,272,167
2023-02-28,38,90
2023-03-01,82,464
2023-03-02,72,62
2023-03-03,325,542
2023-03-04,45,334
2023-03-05,418,449
2023-03-06,485,58
2023-03-07,14,371
2023-03-08,157,40
2023-03-09,25,23
2023-03-10,61,209
2023-03-11,59,402
2023-03-12,363,443
2023-03-13,597,597
2023-03-14,589,599
2023-03-15,590,600
2023-03-16,563,530
2023-03-17,589,600
2023-03-18,344,578
2023-03-19,306,488
2023-03-20,305,566
2023-03-21,588,588
2023-03-22,430,133
2023-03-23,578,530
2023-03-24,511,576
2023-03-25,160,379
2023-03-26,361,482
2023-03-27,337,368
2023-03-28,374,358
2023-03-29,53,64
2023-03-30,329,296
2023-03-31,411,423
2023-04-01,215,325
2023-04-02,37,12
2023-04-03,41,139
2023-04-04,275,478
2023-04-05,48,365
2023-04-06,286,193
2023-04-07,358,424
2023-04-08,406,322
2023-04-09,311,367
2023-04-10,444,429
2023-04-11,589,182
2023-04-12,384,65
2023-04-13,64,495
2023-04-14,396,493
2023-04-15,198,69
2023-04-16,10,21
2023-04-17,557,169
2023-04-18,205,191
2023-04-19,77,176
2023-04-20,114,213
2023-04-21,502,549
2023-04-22,44,37
2023-04-23,55,74
2023-04-24,177,158
2023-04-25,412,357
2023-04-26,282,530
2023-04-27,395,195
2023-04-28,253,469
2023-04-29,207,394
2023-04-30,434,29
2023-05-01,441,78
2023-05-02,16,52
2023-05-03,396,450
2023-05-04,539,317
2023-05-05,237,401
2023-05-06,304,0
2023-05-07,374,411
2023-05-08,263,388
2023-05-09,89,199
2023-05-10,37,75
2023-05-11,56,60
2023-05-12,539,543
2023-05-13,67,51
2023-05-14,220,251
2023-05-15,416,288
2023-05-16,353,411
2023-05-17,384,514
2023-05-18,283,248
2023-05-19,45,58
2023-05-20,19,9
2023-05-21,327,526
2023-05-22,28,24
2023-05-23,121,179
2023-05-24,31,441
2023-05-25,40,102
2023-05-26,38,21
2023-05-27,13,16
2023-05-28,33,35
2023-05-29,58,42
2023-05-30,20,415
2023-05-31,539,243
2023-06-01,219,412
2023-06-02,130,188
2023-06-03,183,234
2023-06-04,0,15
2023-06-05,184,35
2023-06-06,453,467
2023-06-07,510,539
2023-06-08,445,426
2023-06-09,396,389
2023-06-10,566,57
2023-06-11,340,341
2023-06-12,491,493
2023-06-13,374,515
2023-06-14,410,18
2023-06-15,577,360
2023-06-16,313,424
2023-06-17,549,320
2023-06-18,313,89
2023-06-19,475,567
2023-06-20,184,325
2023-06-21,547,485
2023-06-22,466,273
2023-06-23,448,481
2023-06-24,193,224
2023-06-25,67,64
2023-06-26,165,106
2023-06-27,62,211
2023-06-28,22,175
2023-06-29,125,73
2023-06-30,207,158
2023-07-01,15,101
2023-07-02,42,2
2023-07-03,292,495
2023-07-04,539,456
2023-07-05,242,377
2023-07-06,327,502
2023-07-07,447,317
2023-07-08,162,190
2023-07-09,213,156
2023-07-10,543,511
2023-07-11,434,483
2023-07-12,430,449
2023-07-13,402,332
2023-07-14,127,207
2023-07-15,96,13
2023-07-16,39,22
2023-07-17,448,83
2023-07-18,75,437
2023-07-19,467,526
2023-07-20,451,258
2023-07-21,391,523
2023-07-22,18,6
2023-07-23,20,29
2023-07-24,274,291
2023-07-25,29,4
2023-07-26,4,18
2023-07-27,6,6
2023-07-28,32,20
2023-07-29,30,0
2023-07-30,8,14
2023-07-31,26,8
2023-08-01,23,92
2023-08-02,360,356
2023-08-03,16,24
2023-08-04,416,405
2023-08-05,103,46
2023-08-06,50,39
2023-08-07,110,196
2023-08-08,509,555
2023-08-09,292,407
2023-08-10,175,330
2023-08-11,105,60
2023-08-12,66,92
2023-08-13,34,71
2023-08-14,78,49
2023-08-15,27,84
2023-08-16,101,79
2023-08-17,116,18
2023-08-18,215,47
2023-08-19,87,33
2023-08-20,31,35
2023-08-21,29,35
2023-08-22,23,8
2023-08-23,22,11
2023-08-24,66,280
2023-08-25,345,380
2023-08-26,2,8
2023-08-27,14,6
2023-08-28,11,34
2023-08-29,356,421
2023-08-30,15,41
2023-08-31,5,114
2023-09-01,35,93
2023-09-02,16,114
2023-09-03,67,88
2023-09-04,93,143
2023-09-05,373,235
2023-09-06,358,424
2023-09-07,345,287
2023-09-08,441,365
2023-09-09,91,50
2023-09-10,62,123
2023-09-11,464,412
2023-09-12,545,489
2023-09-13,301,450
2023-09-14,241,354
2023-09-15,255,312
2023-09-16,115,123
2023-09-17,239,226
2023-09-18,99,385
2023-09-19,166,217
2023-09-20,339,269
2023-09-21,115,385
2023-09-22,333,249
2023-09-23,22,104
2023-09-24,37,29
2023-09-25,211,213
2023-09-26,134,260
2023-09-27,306,570
2023-09-28,323,331
2023-09-29,160,338
2023-09-30,73,84
2023-10-01,73,99
2023-10-02,379,430
2023-10-03,173,289
2023-10-04,141,172
2023-10-05,199,114
2023-10-06,174,426
2023-10-07,103,262
2023-10-08,173,199
2023-10-09,215,431
2023-10-10,148,273
2023-10-11,205,180
2023-10-12,141,307
2023-10-13,279,243
2023-10-14,114,177
2023-10-15,80,37
2023-10-16,521,240
2023-10-17,422,363
2023-10-18,530,287
2023-10-19,138,171
2023-10-20,381,539
2023-10-21,158,151
2023-10-22,382,275
2023-10-23,503,526
2023-10-24,578,501
2023-10-25,387,429
2023-10-26,520,497
2023-10-27,314,180
2023-10-28,239,382
2023-10-29,70,194
2023-10-30,390,433
2023-10-31,54,139
2023-11-01,159,75
2023-11-02,542,434
2023-11-03,127,95
2023-11-04,88,80
2023-11-05,52,62
2023-11-06,411,523
2023-11-07,371,438
2023-11-08,318,198
2023-11-09,487,542
2023-11-10,456,427
2023-11-11,37,167
2023-11-12,198,77
2023-11-13,92,390
2023-11-14,160,153
2023-11-15,278,479
2023-11-16,353,417
2023-11-17,252,306
2023-11-18,39,211
2023-11-19,113,43
2023-11-20,397,476
2023-11-21,403,459
2023-11-22,266,321
2023-11-23,219,479
2023-11-24,297,580
2023-11-25,185,201
2023-11-26,5,23
2023-11-27,294,305
2023-11-28,96,230
2023-11-29,385,447
2023-11-30,60,87
2023-12-01,85,102
2023-12-02,266,80
2023-12-03,182,7
2023-12-04,272,232
2023-12-05,297,412
2023-12-06,384,536
2023-12-07,182,386
2023-12-08,245,242
2023-12-09,98,44
2023-12-10,30,19
2023-12-11,414,226
2023-12-12,387,482
2023-12-13,202,360
2023-12-14,167,235
2023-12-15,300,138
2023-12-16,62,112
2023-12-17,226,88
2023-12-18,352,453
2023-12-19,147,208
2023-12-20,473,419
2023-12-21,365,319
2023-12-22,514,372
2023-12-23,195,174
2023-12-24,103,27
2023-12-26,252,372
2023-12-27,168,432
2023-12-28,512,175
2023-12-29,320,416
2023-12-30,40,21
2023-12-31,32,42
2024-01-02,523,508
2024-01-03,474,599
2024-01-04,423,463
2024-01-05,514,370
2024-01-06,370,269
2024-01-07,273,295
2024-01-08,571,580
2024-01-09,441,494
2024-01-10,466,552
2024-01-11,487,554
2024-01-12,517,569
2024-01-13,402,443
2024-01-14,175,243
2024-01-15,494,394
2024-01-16,487,424
2024-01-17,557,479
2024-01-18,369,398
2024-01-19,210,453
2024-01-20,51,55
2024-01-21,3,24
2024-01-22,335,354
2024-01-23,227,523
2024-01-24,361,403
2024-01-25,369,317
2024-01-26,286,485
2024-01-27,220,186
2024-01-28,295,250
2024-01-29,388,166
2024-01-30,54,176
2024-01-31,444,330
2024-02-01,374,480
2024-02-02,490,316
2024-02-03,18,40
2024-02-04,23,48
2024-02-05,254,231
2024-02-06,222,345
2024-02-07,323,243
2024-02-08,207,256
2024-02-09,193,480
2024-02-10,159,293
2024-02-11,332,317
2024-02-12,318,157
2024-02-13,409,408
2024-02-14,326,595
2024-02-15,518,491
2024-02-16,468,535
2024-02-17,16,65
2024-02-18,57,63
2024-02-19,232,367
2024-02-20,528,532
2024-02-21,477,566
2024-02-22,465,530
2024-02-23,513,524
2024-02-24,39,193
2024-02-25,307,275
2024-02-26,291,414
2024-02-27,563,555
2024-02-28,448,599
2024-02-29,571,587
2024-03-01,553,523
2024-03-02,395,459
2024-03-03,426,315
2024-03-04,533,556
2024-03-05,586,575
2024-03-06,596,583
2024-03-07,576,549
2024-03-08,438,502
2024-03-09,257,317
2024-03-10,512,542
2024-03-11,455,596
2024-03-12,479,565
2024-03-13,494,547
2024-03-14,501,480
2024-03-15,598,578
2024-03-16,351,552
2024-03-17,561,520
2024-03-18,568,567
2024-03-19,591,596
2024-03-20,593,568
2024-03-21,584,515
2024-03-22,528,595
2024-03-23,0,454
2024-03-24,405,521
2024-03-25,549,552
2024-03-26,510,552
2024-03-27,440,534
2024-03-28,440,527
2024-03-29,365,465
2024-03-30,425,465
2024-03-31,523,294
2024-04-01,600,521
2024-04-02,560,582
2024-04-03,504,548
2024-04-04,430,464
2024-04-05,540,584
2024-04-06,321,359
2024-04-07,307,259
2024-04-08,492,560
2024-04-09,523,538
2024-04-10,547,468
2024-04-11,466,544
2024-04-12,455,508
2024-04-13,425,374
2024-04-14,573,579
2024-04-15,540,577
2024-04-16,529,599
2024-04-17,536,564
2024-04-18,554,592
2024-04-19,574,591
2024-04-20,385,365
2024-04-21,317,337
2024-04-22,586,500
2024-04-23,549,527
2024-04-24,415,444
2024-04-25,543,595
2024-04-26,567,543
2024-04-27,256,372
2024-04-28,397,381
2024-04-29,520,547
2024-04-30,571,599
2024-05-01,575,600
2024-05-02,576,599
2024-05-03,392,539
2024-05-04,385,576
2024-05-05,431,345
2024-05-06,408,519
2024-05-07,481,578
2024-05-08,508,486
2024-05-09,491,588
2024-05-10,393,551
2024-05-11,196,302
2024-05-12,218,310
2024-05-13,554,573
2024-05-14,552,571
2024-05-15,534,571
2024-05-16,489,579
2024-05-17,387,449
2024-05-18,74,207
2024-05-19,228,333
2024-05-20,448,510
2024-05-21,525,585
2024-05-22,558,584
2024-05-23,569,593
2024-05-24,600,583
2024-05-25,171,320
2024-05-26,492,506
2024-05-27,542,572
2024-05-28,586,598
2024-05-29,466,595
2024-05-30,543,590
2024-05-31,539,586
2024-06-01,238,74
2024-06-02,212,585
2024-06-03,566,536
2024-06-04,544,564
2024-06-05,426,524
2024-06-06,508,570
2024-06-07,525,508
2024-06-08,157,344
2024-06-09,207,178
2024-06-10,443,405
2024-06-11,566,549
2024-06-12,496,540
2024-06-13,530,552
2024-06-14,580,534
2024-06-15,185,225
2024-06-16,175,324
2024-06-17,551,570
2024-06-18,527,580
2024-06-19,545,595
2024-06-20,583,591
2024-06-21,537,587
2024-06-22,129,116
2024-06-23,68,88
2024-06-24,509,542
2024-06-25,444,389
2024-06-26,352,326
2024-06-27,351,383
2024-06-28,381,426
2024-06-29,118,224
2024-06-30,143,263
2024-07-01,365,401
2024-07-02,328,403
2024-07-03,328,466
2024-07-04,399,439
2024-07-05,561,541
2024-07-06,218,375
2024-07-07,397,428
2024-07-08,554,573
2024-07-09,472,374
2024-07-10,512,392
2024-07-11,515,546
2024-07-12,475,509
2024-07-13,338,239
2024-07-14,333,210
2024-07-15,543,488
2024-07-16,581,497
2024-07-17,535,510
2024-07-18,368,488
2024-07-19,278,392
2024-07-20,169,125
2024-07-21,177,159
2024-07-22,510,466
2024-07-23,530,499
2024-07-24,514,421
2024-07-25,434,513
2024-07-26,414,380
2024-07-27,70,137
2024-07-28,449,490
2024-07-29,508,251
2024-07-30,495,414
2024-07-31,500,484
2024-08-01,474,412
2024-08-02,557,477
2024-08-03,309,466
2024-08-04,309,335
2024-08-05,600,600
2024-08-06,533,566
2024-08-07,500,513
2024-08-08,494,560
2024-08-09,560,544
2024-08-10,137,207
2024-08-11,232,468
2024-08-12,473,555
2024-08-13,466,462
2024-08-14,399,563
2024-08-15,388,440
2024-08-16,300,510
2024-08-17,116,271
2024-08-18,78,215
2024-08-19,381,520
2024-08-20,488,523
2024-08-21,519,552
2024-08-22,376,473
2024-08-23,397,270
2024-08-24,205,334
2024-08-25,101,167
2024-08-26,356,446
2024-08-27,343,375
2024-08-28,460,451
2024-08-29,465,561
2024-08-30,435,443
2024-08-31,156,67
2024-09-01,457,320
2024-09-02,485,365
2024-09-03,185,313
2024-09-04,494,294
2024-09-05,332,517
2024-09-06,367,442
2024-09-07,198,284
2024-09-08,177,166
2024-09-09,362,231
2024-09-10,186,247
2024-09-11,289,281
2024-09-12,430,153
2024-09-13,216,271
2024-09-14,193,216
2024-09-15,182,197
2024-09-16,292,187
2024-09-17,436,201
2024-09-18,233,219
2024-09-19,428,470
2024-09-20,372,390
2024-09-21,243,156
2024-09-22,89,280
2024-09-23,376,337
2024-09-24,417,170
2024-09-25,193,237
2024-09-26,424,323
2024-09-27,331,362
2024-09-28,310,143
2024-09-29,158,143
2024-09-30,132,362
2024-10-01,196,332
2024-10-02,396,401
2024-10-03,298,419
2024-10-04,238,397
2024-10-05,196,124
2024-10-06,92,74
2024-10-07,283,430
2024-10-08,503,416
2024-10-09,348,284
2024-10-10,390,405
2024-10-11,301,285
2024-10-12,122,192
2024-10-13,58,231
2024-10-14,454,411
2024-10-15,480,545
2024-10-16,190,564
2024-10-17,313,329
2024-10-18,480,321
2024-10-19,134,235
2024-10-20,84,59
2024-10-21,307,477
2024-10-22,323,313
2024-10-23,330,326
2024-10-24,355,247
2024-10-25,279,314
2024-10-26,142,184
2024-10-27,247,185
2024-10-28,237,252
2024-10-29,417,253
2024-10-30,233,330
2024-10-31,130,231
2024-11-01,130,195
2024-11-02,127,176
2024-11-03,166,305
2024-11-04,357,328
2024-11-05,481,300
2024-11-06,521,560
2024-11-07,376,505
2024-11-08,361,304
2024-11-09,366,325
2024-11-10,561,508
2024-11-11,584,411
2024-11-12,364,549
2024-11-13,558,208
2024-11-14,444,555
2024-11-15,419,375
2024-11-16,370,348
2024-11-17,390,316
2024-11-18,293,584
2024-11-19,426,368
2024-11-20,272,408
2024-11-21,570,404
2024-11-22,190,167
2024-11-23,265,156
2024-11-24,407,477
2024-11-25,441,478
2024-11-26,499,565
2024-11-27,398,362
2024-11-28,361,483
2024-11-29,282,428
2024-11-30,216,277
2024-12-01,361,214
2024-12-02,252,567
2024-12-03,197,401
2024-12-04,201,174
2024-12-05,472,304
2024-12-06,378,245
2024-12-07,374,366
2024-12-08,341,313
2024-12-09,296,287
2024-12-10,481,467
2024-12-11,325,319
2024-12-12,319,417
2024-12-13,400,307
2024-12-14,214,111
2024-12-15,102,197
2024-12-16,453,549
2024-12-17,355,500
2024-12-18,509,356
2024-12-19,431,417
2024-12-20,516,594
2024-12-21,470,363
2024-12-22,321,381
2024-12-23,423,402
2024-12-24,384,447
2024-12-25,0,399
2024-12-26,421,333
2024-12-27,404,446
2024-12-28,216,179
2024-12-29,238,92
2024-12-30,401,361
2024-12-31,431,363
2025-01-02,449,378
2025-01-03,341,322
2025-01-04,288,143
2025-01-05,342,174
2025-01-06,497,446
2025-01-07,246,515
2025-01-08,515,444
2025-01-09,338,480
2025-01-10,456,314
2025-01-11,311,298
2025-01-12,427,194
2025-01-13,543,588
2025-01-14,345,353
2025-01-15,274,436
2025-01-16,330,435
2025-01-17,447,269
2025-01-18,515,327
2025-01-19,430,465
2025-01-20,577,463
2025-01-21,537,517
2025-01-22,346,444
2025-01-23,335,365
2025-01-24,477,377
2025-01-25,132,116
2025-01-26,264,207
2025-01-27,589,528
2025-01-28,387,339
2025-01-29,214,277
2025-01-30,397,305
2025-01-31,192,298
2025-02-01,194,258
2025-02-02,316,506
2025-02-03,513,564
2025-02-04,582,550
2025-02-05,459,337
2025-02-06,344,424
2025-02-07,304,350
2025-02-08,220,268
2025-02-09,279,243
2025-02-10,498,272
2025-02-11,469,344
2025-02-12,459,465
2025-02-13,458,505
2025-02-14,446,372
2025-02-15,230,252
2025-02-16,216,158
2025-02-17,359,326
2025-02-18,361,335
2025-02-19,202,204
2025-02-20,312,232
2025-02-21,239,153
2025-02-22,66,141
2025-02-23,149,131
2025-02-24,230,211
2025-02-25,324,592
2025-02-26,403,341
2025-02-27,449,450
2025-02-28,597,484
2025-03-01,244,306
2025-03-02,195,177
2025-03-03,353,524
2025-03-04,547,513
2025-03-05,497,569
2025-03-06,586,557
2025-03-07,536,496
2025-03-08,185,308
2025-03-09,243,327
2025-03-10,484,577
2025-03-11,569,523
2025-03-12,485,539
2025-03-13,549,587
2025-03-14,436,467
2025-03-15,180,193
2025-03-16,89,377
2025-03-17,427,480
2025-03-18,408,484
2025-03-19,366,493
2025-03-20,472,514
2025-03-21,463,432
2025-03-22,70,123
2025-03-23,248,212
2025-03-24,390,328
2025-03-25,356,377
2025-03-26,371,335
2025-03-27,357,421
2025-03-28,536,426
2025-03-29,202,386
2025-03-30,162,182
2025-03-31,425,503
2025-04-01,218,430
2025-04-02,332,354
2025-04-03,363,437
2025-04-04,259,584
2025-04-05,99,102
2025-04-06,111,175
2025-04-07,556,523
2025-04-08,543,574
2025-04-09,550,590
2025-04-10,435,475
2025-04-11,385,513
2025-04-12,86,154
2025-04-13,180,318
2025-04-14,413,446
2025-04-15,374,384
2025-04-16,429,317
2025-04-17,344,423
2025-04-18,250,313
2025-04-19,102,110
2025-04-20,90,205
2025-04-21,402,339
2025-04-22,337,324
2025-04-23,354,446
2025-04-24,359,378
2025-04-25,272,478
2025-04-26,146,148
