date,ticks_window1,ticks_window2
2019-09-18,31,80
2019-09-19,57,67
2019-09-20,81,72
2019-09-23,38,96
2019-09-24,46,64
2019-09-25,53,102
2019-09-26,95,73
2019-09-27,95,52
2019-09-30,81,58
2019-10-01,47,78
2019-10-02,42,110
2019-10-03,48,177
2019-10-04,63,0
2019-10-07,25,91
2019-10-08,73,125
2019-10-09,61,118
2019-10-10,62,106
2019-10-11,42,91
2019-10-14,55,72
2019-10-15,63,205
2019-10-16,49,51
2019-10-17,39,97
2019-10-18,72,65
2019-10-21,32,96
2019-10-22,37,79
2019-10-23,28,89
2019-10-24,27,67
2019-10-25,24,30
2019-10-28,33,45
2019-10-29,22,76
2019-10-30,22,42
2019-10-31,27,88
2019-11-01,15,87
2019-11-04,31,77
2019-11-05,31,103
2019-11-06,39,86
2019-11-07,49,48
2019-11-08,79,67
2019-11-11,35,92
2019-11-12,116,62
2019-11-13,58,69
2019-11-14,83,70
2019-11-15,39,44
2019-11-18,60,42
2019-11-19,87,65
2019-11-20,65,121
2019-11-21,87,81
2019-11-22,35,73
2019-11-25,45,32
2019-11-26,53,55
2019-11-27,26,49
2019-11-28,48,40
2019-11-29,68,54
2019-12-02,20,84
2019-12-03,44,77
2019-12-04,81,77
2019-12-05,53,86
2019-12-06,41,81
2019-12-09,41,93
2019-12-10,59,70
2019-12-11,51,73
2019-12-12,30,71
2019-12-13,25,91
2019-12-16,23,51
2019-12-17,50,33
2019-12-18,40,33
2019-12-19,39,29
2019-12-20,29,62
2019-12-23,30,24
2019-12-24,37,18
2019-12-26,20,12
2019-12-27,62,13
2019-12-30,60,66
2019-12-31,19,67
2020-01-02,29,48
2020-01-03,146,153
2020-01-06,80,121
2020-01-07,53,84
2020-01-08,150,218
2020-01-09,126,98
2020-01-10,84,56
2020-01-13,42,168
2020-01-14,108,208
2020-01-15,107,85
2020-01-16,44,83
2020-01-17,53,56
2020-01-20,75,37
2020-01-21,105,61
2020-01-22,22,85
2020-01-23,183,80
2020-01-24,38,101
2020-01-27,121,243
2020-01-28,123,230
2020-01-29,98,122
2020-01-30,190,148
2020-01-31,148,187
2020-02-03,95,109
2020-02-04,128,99
2020-02-05,144,284
2020-02-06,163,125
2020-02-07,107,129
2020-02-10,143,130
2020-02-11,72,117
2020-02-12,106,90
2020-02-13,110,220
2020-02-14,119,68
2020-02-17,65,57
2020-02-18,85,143
2020-02-19,122,96
2020-02-20,139,169
2020-02-21,146,167
2020-02-24,146,247
2020-02-25,129,343
2020-02-26,252,335
2020-02-27,311,316
2020-02-28,516,483
2020-03-02,354,497
2020-03-03,313,342
2020-03-04,306,272
2020-03-05,249,359
2020-03-06,238,409
2020-03-10,303,358
2020-03-11,293,396
2020-03-12,276,212
2020-03-13,388,27
2020-03-17,0,32
2020-03-19,250,337
2020-03-20,221,323
2020-03-23,215,234
2020-03-24,332,271
2020-03-25,357,451
2020-03-26,363,405
2020-03-27,235,342
2020-03-30,345,169
2020-03-31,318,269
2020-04-01,438,4
2020-04-02,221,240
2020-04-03,254,369
2020-04-06,311,225
2020-04-07,304,262
2020-04-08,352,224
2020-04-09,234,313
2020-04-13,182,183
2020-04-14,205,156
2020-04-15,167,213
2020-04-16,249,251
2020-04-17,0,13
2020-04-20,219,325
2020-04-21,157,288
2020-04-22,222,254
2020-04-23,300,196
2020-04-24,229,185
2020-04-27,220,191
2020-04-28,234,231
2020-04-29,226,186
2020-04-30,201,385
2020-05-01,184,212
2020-05-04,113,235
2020-05-05,82,272
2020-05-06,197,111
2020-05-07,118,205
2020-05-08,79,87
2020-05-11,214,307
2020-05-12,157,256
2020-05-13,309,237
2020-05-14,212,366
2020-05-15,231,431
2020-05-18,149,398
2020-05-19,175,267
2020-05-20,163,170
2020-05-21,94,194
2020-05-22,193,329
2020-05-25,64,87
2020-05-26,93,246
2020-05-27,151,175
2020-05-28,212,213
2020-05-29,178,249
2020-06-01,97,115
2020-06-02,154,156
2020-06-03,178,153
2020-06-04,163,361
2020-06-05,206,153
2020-06-08,159,289
2020-06-09,146,187
2020-06-10,112,258
2020-06-11,283,359
2020-06-12,173,206
2020-06-15,401,301
2020-06-16,214,140
2020-06-17,154,213
2020-06-18,192,299
2020-06-19,151,164
2020-06-22,150,245
2020-06-23,246,140
2020-06-24,220,185
2020-06-25,249,270
2020-06-26,165,198
2020-06-29,252,330
2020-06-30,281,230
2020-07-01,166,255
2020-07-02,194,132
2020-07-03,135,136
2020-07-06,213,173
2020-07-07,164,188
2020-07-08,213,179
2020-07-09,246,130
2020-07-10,233,202
2020-07-13,136,185
2020-07-14,162,267
2020-07-15,168,220
2020-07-16,180,195
2020-07-17,165,129
2020-07-20,79,216
2020-07-21,218,192
2020-07-22,74,213
2020-07-23,78,193
2020-07-24,218,224
2020-07-27,167,133
2020-07-28,150,140
2020-07-29,153,98
2020-07-30,83,190
2020-07-31,202,164
2020-08-03,50,124
2020-08-04,100,134
2020-08-05,90,217
2020-08-06,112,298
2020-08-07,110,102
2020-08-10,80,104
2020-08-11,81,173
2020-08-12,97,143
2020-08-13,123,108
2020-08-14,57,81
2020-08-17,51,45
2020-08-18,79,74
2020-08-19,42,61
2020-08-20,85,126
2020-08-21,39,276
2020-08-24,48,90
2020-08-25,63,82
2020-08-26,83,77
2020-08-27,49,55
2020-08-28,124,108
2020-08-31,57,72
2020-09-01,69,95
2020-09-02,68,94
2020-09-03,121,0
2020-09-04,116,342
2020-09-07,173,123
2020-09-08,95,345
2020-09-09,143,301
2020-09-10,126,249
2020-09-11,94,213
2020-09-14,95,115
2020-09-15,77,38
2020-09-16,61,93
2020-09-17,109,213
2020-09-18,118,176
2020-09-21,96,150
2020-09-22,106,296
2020-09-23,55,214
2020-09-24,164,243
2020-09-25,131,262
2020-09-28,81,161
2020-09-29,108,189
2020-09-30,261,169
2020-10-01,134,270
2020-10-02,434,392
2020-10-05,107,187
2020-10-06,57,167
2020-10-07,124,186
2020-10-08,59,130
2020-10-09,79,85
2020-10-12,87,209
2020-10-13,108,179
2020-10-14,77,184
2020-10-15,75,236
2020-10-16,90,118
2020-10-19,79,83
2020-10-20,181,99
2020-10-21,71,181
2020-10-22,85,136
2020-10-23,100,112
2020-10-26,72,147
2020-10-27,56,108
2020-10-28,53,187
2020-10-29,72,383
2020-10-30,314,224
2020-11-02,105,160
2020-11-03,154,208
2020-11-04,377,302
2020-11-05,243,319
2020-11-06,237,230
2020-11-09,244,444
2020-11-10,242,366
2020-11-11,175,264
2020-11-12,236,238
2020-11-13,65,271
2020-11-16,94,487
2020-11-17,88,182
2020-11-18,128,373
2020-11-19,116,205
2020-11-20,81,108
2020-11-23,16,134
2020-11-24,86,147
2020-11-25,219,114
2020-11-26,67,83
2020-11-27,122,91
2020-11-30,233,146
2020-12-01,130,131
2020-12-02,90,111
2020-12-03,38,91
2020-12-04,52,42
2020-12-07,103,137
2020-12-08,46,218
2020-12-09,35,62
2020-12-10,81,117
2020-12-11,77,234
2020-12-14,111,176
2020-12-15,129,80
2020-12-16,50,113
2020-12-17,92,114
2020-12-18,80,154
2020-12-21,144,332
2020-12-22,246,163
2020-12-23,145,101
2020-12-24,94,34
2020-12-28,69,122
2020-12-29,23,83
2020-12-30,64,101
2020-12-31,26,90
2021-01-04,134,125
2021-01-05,247,213
2021-01-06,247,183
2021-01-07,61,276
2021-01-08,84,119
2021-01-11,122,126
2021-01-12,139,84
2021-01-13,88,128
2021-01-14,193,137
2021-01-15,184,172
2021-01-18,78,140
2021-01-19,142,75
2021-01-20,149,76
2021-01-21,76,73
2021-01-22,59,165
2021-01-25,87,284
2021-01-26,128,275
2021-01-27,50,374
2021-01-28,173,233
2021-01-29,180,268
2021-02-01,123,194
2021-02-02,73,114
2021-02-03,37,120
2021-02-04,145,131
2021-02-05,79,92
2021-02-08,55,84
2021-02-09,78,106
2021-02-10,61,111
2021-02-11,28,117
2021-02-12,36,87
2021-02-15,51,74
2021-02-16,135,96
2021-02-17,61,87
2021-02-18,124,141
2021-02-19,83,136
2021-02-22,154,183
2021-02-23,107,265
2021-02-24,214,165
2021-02-25,111,242
2021-02-26,331,365
2021-03-01,206,188
2021-03-02,203,208
2021-03-03,103,72
2021-03-04,214,286
2021-03-05,242,292
2021-03-08,235,271
2021-03-09,176,220
2021-03-10,171,188
2021-03-11,95,114
2021-03-12,143,127
2021-03-15,112,85
2021-03-16,71,110
2021-03-17,74,172
2021-03-18,54,204
2021-03-19,94,167
2021-03-22,67,130
2021-03-23,78,190
2021-03-24,82,171
2021-03-25,111,407
2021-03-26,37,146
2021-03-29,213,178
2021-03-30,59,260
2021-03-31,139,143
2021-04-01,88,149
2021-04-02,49,32
2021-04-05,52,108
2021-04-06,68,154
2021-04-07,53,140
2021-04-08,62,139
2021-04-09,100,188
2021-04-12,62,91
2021-04-13,40,149
2021-04-14,59,116
2021-04-15,61,146
2021-04-16,64,118
2021-04-19,46,208
2021-04-20,67,143
2021-04-21,84,157
2021-04-22,97,147
2021-04-23,68,184
2021-04-26,65,92
2021-04-27,98,81
2021-04-28,35,125
2021-04-29,50,126
2021-04-30,90,121
2021-05-03,34,92
2021-05-04,51,299
2021-05-05,66,93
2021-05-06,79,102
2021-05-07,57,96
2021-05-10,103,171
2021-05-11,188,231
2021-05-12,182,199
2021-05-13,209,270
2021-05-14,161,165
2021-05-17,186,256
2021-05-18,73,176
2021-05-19,144,321
2021-05-20,120,189
2021-05-21,99,199
2021-05-24,134,142
2021-05-25,112,164
2021-05-26,105,128
2021-05-27,141,162
2021-05-28,176,145
2021-05-31,95,76
2021-06-01,92,168
2021-06-02,101,139
2021-06-03,94,344
2021-06-04,123,188
2021-06-07,114,182
2021-06-08,116,163
2021-06-09,68,142
2021-06-10,145,299
2021-06-11,7,103
2021-06-14,62,117
2021-06-15,110,149
2021-06-16,128,116
2021-06-17,95,304
2021-06-18,128,260
2021-06-21,159,282
2021-06-22,113,225
2021-06-23,124,237
2021-06-24,79,148
2021-06-25,52,159
2021-06-28,122,202
2021-06-29,125,166
2021-06-30,94,220
2021-07-01,65,225
2021-07-02,80,141
2021-07-05,69,97
2021-07-06,72,140
2021-07-07,77,158
2021-07-08,118,291
2021-07-09,216,190
2021-07-12,130,226
2021-07-13,124,130
2021-07-14,122,234
2021-07-15,144,306
2021-07-16,116,163
2021-07-19,190,424
2021-07-20,214,284
2021-07-21,179,327
2021-07-22,79,212
2021-07-23,81,143
2021-07-26,167,250
2021-07-27,175,201
2021-07-28,269,231
2021-07-29,104,143
2021-07-30,250,154
2021-08-02,102,131
2021-08-03,154,65
2021-08-04,118,149
2021-08-05,117,102
2021-08-06,57,72
2021-08-09,71,124
2021-08-10,45,102
2021-08-11,72,75
2021-08-12,98,107
2021-08-13,97,91
2021-08-16,94,135
2021-08-17,99,203
2021-08-18,89,123
2021-08-19,271,292
2021-08-20,269,197
2021-08-23,127,161
2021-08-24,191,152
2021-08-25,113,122
2021-08-26,121,140
2021-08-27,145,178
2021-08-30,140,100
2021-08-31,199,171
2021-09-01,102,112
2021-09-02,110,63
2021-09-03,129,97
2021-09-06,133,67
2021-09-07,148,89
2021-09-08,158,178
2021-09-09,253,429
2021-09-10,61,104
2021-09-13,107,106
2021-09-14,114,320
2021-09-15,115,128
2021-09-16,125,106
2021-09-17,128,185
2021-09-20,210,321
2021-09-21,321,198
2021-09-22,206,155
2021-09-23,128,230
2021-09-24,123,225
2021-09-27,184,152
2021-09-28,208,277
2021-09-29,347,278
2021-09-30,246,238
2021-10-01,271,414
2021-10-04,336,304
2021-10-05,279,205
2021-10-06,283,342
2021-10-07,266,248
2021-10-08,280,120
2021-10-11,207,289
2021-10-12,193,218
2021-10-13,165,155
2021-10-14,169,138
2021-10-15,149,94
2021-10-18,124,160
2021-10-19,153,128
2021-10-20,101,187
2021-10-21,183,156
2021-10-22,196,85
2021-10-25,167,123
2021-10-26,111,93
2021-10-27,185,174
2021-10-28,145,201
2021-10-29,192,211
2021-11-01,148,88
2021-11-02,183,143
2021-11-03,59,127
2021-11-04,140,105
2021-11-05,122,207
2021-11-08,179,134
2021-11-09,233,115
2021-11-10,131,246
2021-11-11,199,128
2021-11-12,64,120
2021-11-15,46,70
2021-11-16,83,101
2021-11-17,75,71
2021-11-18,66,99
2021-11-19,61,287
2021-11-22,32,370
2021-11-23,189,208
2021-11-24,136,271
2021-11-25,34,86
2021-11-26,147,256
2021-11-29,305,298
2021-11-30,348,433
2021-12-01,210,256
2021-12-02,191,314
2021-12-03,192,318
2021-12-06,160,327
2021-12-07,210,169
2021-12-08,124,515
2021-12-09,78,213
2021-12-10,54,118
2021-12-13,69,132
2021-12-14,110,308
2021-12-15,78,172
2021-12-16,130,250
2021-12-17,180,250
2021-12-20,283,272
2021-12-21,157,226
2021-12-22,118,176
2021-12-23,84,81
2021-12-27,72,115
2021-12-28,85,100
2021-12-29,131,132
2021-12-30,44,106
2021-12-31,70,144
2022-01-03,73,84
2022-01-04,147,138
2022-01-05,109,157
2022-01-06,292,285
2022-01-07,236,217
2022-01-10,115,310
2022-01-11,194,186
2022-01-12,123,163
2022-01-13,138,178
2022-01-14,190,284
2022-01-17,135,133
2022-01-18,269,270
2022-01-19,274,295
2022-01-20,166,228
2022-01-21,250,397
2022-01-24,187,346
2022-01-25,248,388
2022-01-26,166,337
2022-01-27,291,432
2022-01-28,244,425
2022-01-31,154,338
2022-02-01,97,291
2022-02-02,78,238
2022-02-03,87,247
2022-02-04,139,425
2022-02-07,196,299
2022-02-08,160,388
2022-02-09,148,239
2022-02-10,154,202
2022-02-11,210,248
2022-02-14,194,335
2022-02-15,270,311
2022-02-16,110,248
2022-02-17,271,272
2022-02-18,136,268
2022-02-21,189,363
2022-02-22,239,345
2022-02-23,114,383
2022-02-24,391,518
2022-02-25,251,500
2022-02-28,254,404
2022-03-01,154,426
2022-03-02,222,318
2022-03-03,136,238
2022-03-04,221,359
2022-03-07,263,462
2022-03-08,296,369
2022-03-09,296,398
2022-03-10,235,415
2022-03-11,245,481
2022-03-14,146,368
2022-03-15,327,365
2022-03-16,370,310
2022-03-17,242,269
2022-03-18,250,278
2022-03-21,186,189
2022-03-22,206,216
2022-03-23,164,253
2022-03-24,167,314
2022-03-25,179,193
2022-03-28,154,190
2022-03-29,146,448
2022-03-30,225,140
2022-03-31,168,152
2022-04-01,153,95
2022-04-04,153,164
2022-04-05,119,123
2022-04-06,164,261
2022-04-07,186,238
2022-04-08,188,188
2022-04-11,223,273
2022-04-12,181,228
2022-04-13,242,319
2022-04-14,155,395
2022-04-18,207,163
2022-04-19,221,297
2022-04-20,218,412
2022-04-21,272,220
2022-04-22,303,344
2022-04-25,253,369
2022-04-26,220,238
2022-04-27,276,375
2022-04-28,300,319
2022-04-29,253,318
2022-05-02,343,292
2022-05-03,248,289
2022-05-04,122,194
2022-05-05,132,256
2022-05-06,277,289
2022-05-09,227,395
2022-05-10,317,340
2022-05-11,198,233
2022-05-12,277,417
2022-05-13,198,289
2022-05-16,221,209
2022-05-17,154,245
2022-05-18,255,272
2022-05-19,296,298
2022-05-20,259,271
2022-05-23,345,309
2022-05-24,204,311
2022-05-25,225,320
2022-05-26,284,280
2022-05-27,248,311
2022-05-30,258,178
2022-05-31,250,316
2022-06-01,287,282
2022-06-02,223,159
2022-06-03,160,278
2022-06-06,138,204
2022-06-07,186,242
2022-06-08,224,214
2022-06-09,245,473
2022-06-10,104,155
2022-06-13,153,383
2022-06-14,297,397
2022-06-15,315,364
2022-06-16,271,402
2022-06-17,302,267
2022-06-20,232,211
2022-06-21,207,269
2022-06-22,285,222
2022-06-23,246,234
2022-06-24,262,234
2022-06-27,195,187
2022-06-28,161,181
2022-06-29,184,265
2022-06-30,260,248
2022-07-01,300,297
2022-07-04,146,211
2022-07-05,143,309
2022-07-06,244,267
2022-07-07,219,213
2022-07-08,225,253
2022-07-11,232,193
2022-07-12,173,226
2022-07-13,172,273
2022-07-14,242,296
2022-07-15,186,169
2022-07-18,150,188
2022-07-19,181,178
2022-07-20,195,194
2022-07-21,275,224
2022-07-22,159,219
2022-07-25,178,249
2022-07-26,118,240
2022-07-27,107,190
2022-07-28,129,166
2022-07-29,170,234
2022-08-01,151,179
2022-08-02,195,246
2022-08-03,220,211
2022-08-04,159,321
2022-08-05,179,173
2022-08-08,153,210
2022-08-09,143,258
2022-08-10,109,182
2022-08-11,128,192
2022-08-12,167,217
2022-08-15,99,201
2022-08-16,160,144
2022-08-17,183,223
2022-08-18,222,190
2022-08-19,83,223
2022-08-22,119,275
2022-08-23,130,258
2022-08-24,160,230
2022-08-25,120,197
2022-08-26,137,277
2022-08-29,241,270
2022-08-30,179,229
2022-08-31,217,326
2022-09-01,228,282
2022-09-02,198,244
2022-09-05,197,226
2022-09-06,162,223
2022-09-07,196,291
2022-09-08,141,241
2022-09-09,104,142
2022-09-12,63,147
2022-09-13,80,250
2022-09-14,239,384
2022-09-15,131,216
2022-09-16,120,225
2022-09-19,203,222
2022-09-20,128,236
2022-09-21,246,232
2022-09-22,193,401
2022-09-23,187,372
2022-09-26,249,328
2022-09-27,212,333
2022-09-28,263,469
2022-09-29,339,335
2022-09-30,285,387
2022-10-03,376,345
2022-10-04,207,348
2022-10-05,122,340
2022-10-06,196,301
2022-10-07,235,235
2022-10-10,221,292
2022-10-11,268,347
2022-10-12,327,316
2022-10-13,244,411
2022-10-14,295,439
2022-10-17,339,257
2022-10-18,243,315
2022-10-19,245,404
2022-10-20,296,379
2022-10-21,172,376
2022-10-24,280,437
2022-10-25,213,225
2022-10-26,195,388
2022-10-27,219,332
2022-10-28,299,335
2022-10-31,233,284
2022-11-01,282,251
2022-11-02,156,203
2022-11-03,181,251
2022-11-04,207,283
2022-11-07,245,247
2022-11-08,155,298
2022-11-09,172,269
2022-11-10,163,263
2022-11-11,322,270
2022-11-14,163,159
2022-11-15,106,264
2022-11-16,303,314
2022-11-17,125,335
2022-11-18,130,216
2022-11-21,141,146
2022-11-22,101,160
2022-11-23,108,125
2022-11-24,60,78
2022-11-25,32,124
2022-11-28,63,222
2022-11-29,87,86
2022-11-30,98,130
2022-12-01,88,157
2022-12-02,89,105
2022-12-05,66,150
2022-12-06,102,162
2022-12-07,87,151
2022-12-08,58,167
2022-12-09,55,95
2022-12-12,56,70
2022-12-13,115,195
2022-12-14,61,206
2022-12-15,76,146
2022-12-16,95,242
2022-12-19,84,154
2022-12-20,173,192
2022-12-21,57,182
2022-12-22,42,148
2022-12-23,91,132
2022-12-27,37,89
2022-12-28,42,125
2022-12-29,54,111
2022-12-30,103,119
2023-01-03,123,281
2023-01-04,89,205
2023-01-05,84,193
2023-01-06,72,125
2023-01-09,36,150
2023-01-10,84,151
2023-01-11,82,156
2023-01-12,91,0
2023-01-13,59,303
2023-01-16,78,119
2023-01-17,48,166
2023-01-18,59,162
2023-01-19,51,175
2023-01-20,53,159
2023-01-23,65,143
2023-01-24,60,118
2023-01-25,33,219
2023-01-26,126,126
2023-01-27,21,92
2023-01-30,68,207
2023-01-31,97,173
2023-02-01,77,121
2023-02-02,86,183
2023-02-03,53,149
2023-02-06,128,196
2023-02-07,65,180
2023-02-08,71,236
2023-02-09,155,98
2023-02-10,74,228
2023-02-13,40,154
2023-02-14,38,107
2023-02-15,42,122
2023-02-16,38,110
2023-02-17,62,190
2023-02-20,74,97
2023-02-21,84,179
2023-02-22,72,196
2023-02-23,62,172
2023-02-24,35,173
2023-02-27,62,104
2023-02-28,99,134
2023-03-01,44,130
2023-03-02,87,179
2023-03-03,56,122
2023-03-06,58,218
2023-03-07,72,125
2023-03-08,81,89
2023-03-09,47,128
2023-03-10,56,232
2023-03-13,82,341
2023-03-14,118,349
2023-03-15,106,372
2023-03-16,94,298
2023-03-17,69,228
2023-03-20,131,246
2023-03-21,54,177
2023-03-22,79,138
2023-03-23,97,215
2023-03-24,45,285
2023-03-27,140,218
2023-03-28,81,194
2023-03-29,121,147
2023-03-30,162,127
2023-03-31,92,172
2023-04-03,61,119
2023-04-04,70,78
2023-04-05,81,201
2023-04-06,69,132
2023-04-07,28,55
2023-04-10,71,76
2023-04-11,87,128
2023-04-12,57,139
2023-04-13,69,161
2023-04-14,50,144
2023-04-17,60,120
2023-04-18,47,120
2023-04-19,40,127
2023-04-20,81,138
2023-04-21,42,109
2023-04-24,52,89
2023-04-25,67,117
2023-04-26,73,271
2023-04-27,41,108
2023-04-28,82,139
2023-05-01,70,108
2023-05-02,46,74
2023-05-03,42,130
2023-05-04,108,166
2023-05-05,57,148
2023-05-08,57,114
2023-05-09,53,129
2023-05-10,83,134
2023-05-11,72,198
2023-05-12,98,104
2023-05-15,110,131
2023-05-16,112,129
2023-05-17,62,116
2023-05-18,71,90
2023-05-19,70,129
2023-05-22,85,121
2023-05-23,85,239
2023-05-24,115,135
2023-05-25,90,181
2023-05-26,79,146
2023-05-29,68,63
2023-05-30,70,188
2023-05-31,125,153
2023-06-01,72,130
2023-06-02,78,136
2023-06-05,63,103
2023-06-06,115,79
2023-06-07,89,161
2023-06-08,138,144
2023-06-09,41,143
2023-06-12,39,46
2023-06-13,81,117
2023-06-14,154,139
2023-06-15,145,155
2023-06-16,125,111
2023-06-19,135,93
2023-06-20,71,122
2023-06-21,93,112
2023-06-22,85,141
2023-06-23,140,140
2023-06-26,106,130
2023-06-27,121,173
2023-06-28,71,111
2023-06-29,85,91
2023-06-30,81,111
2023-07-03,84,105
2023-07-05,36,144
2023-07-06,79,120
2023-07-07,91,114
2023-07-10,121,126
2023-07-11,84,146
2023-07-12,140,106
2023-07-13,71,78
2023-07-14,72,91
2023-07-17,48,87
2023-07-18,83,64
2023-07-19,48,131
2023-07-20,89,113
2023-07-21,56,105
2023-07-24,90,102
2023-07-25,87,93
2023-07-26,65,128
2023-07-27,72,122
2023-07-28,148,115
2023-07-31,95,64
2023-08-01,53,94
2023-08-02,99,146
2023-08-03,123,182
2023-08-04,99,185
2023-08-07,64,149
2023-08-08,155,225
2023-08-09,98,146
2023-08-10,89,159
2023-08-11,81,184
2023-08-14,110,117
2023-08-15,91,187
2023-08-16,126,118
2023-08-17,139,143
2023-08-18,123,188
2023-08-21,139,131
2023-08-22,110,142
2023-08-23,84,178
2023-08-24,119,188
2023-08-25,217,154
2023-08-28,86,118
2023-08-29,93,140
2023-08-30,118,98
2023-08-31,82,130
2023-09-01,96,148
2023-09-04,46,65
2023-09-05,90,140
2023-09-06,70,177
2023-09-07,84,141
2023-09-08,64,144
2023-09-11,55,158
2023-09-12,55,150
2023-09-13,105,167
2023-09-14,98,153
2023-09-15,73,116
2023-09-18,64,201
2023-09-19,57,110
2023-09-20,68,67
2023-09-21,89,215
2023-09-22,110,122
2023-09-25,76,210
2023-09-26,115,159
2023-09-27,108,134
2023-09-28,142,230
2023-09-29,160,144
2023-10-02,119,183
2023-10-03,102,293
2023-10-04,183,253
2023-10-05,122,218
2023-10-06,82,152
2023-10-09,58,131
2023-10-10,103,182
2023-10-11,98,142
2023-10-12,75,119
2023-10-13,63,217
2023-10-16,114,202
2023-10-17,96,163
2023-10-18,96,189
2023-10-19,130,170
2023-10-20,72,211
2023-10-23,66,230
2023-10-24,83,181
2023-10-25,91,146
2023-10-26,125,190
2023-10-27,72,228
2023-10-30,76,134
2023-10-31,93,211
2023-11-01,92,130
2023-11-02,41,134
2023-11-03,18,183
2023-11-06,39,107
2023-11-07,45,128
2023-11-08,111,96
2023-11-09,79,134
2023-11-10,100,170
2023-11-13,46,111
2023-11-14,31,110
2023-11-15,70,146
2023-11-16,67,96
2023-11-17,71,168
2023-11-20,73,104
2023-11-21,64,119
2023-11-22,76,77
2023-11-23,58,72
2023-11-24,57,66
2023-11-27,67,91
2023-11-28,48,113
2023-11-29,79,135
2023-11-30,67,96
2023-12-01,73,115
2023-12-05,76,168
2023-12-06,99,90
2023-12-07,73,104
2023-12-08,45,108
2023-12-11,40,78
2023-12-12,67,142
2023-12-13,67,75
2023-12-14,55,157
2023-12-15,73,151
2023-12-18,48,106
2023-12-19,40,91
2023-12-20,56,97
2023-12-21,53,129
2023-12-22,58,84
2023-12-26,42,65
2023-12-27,65,81
2023-12-28,46,71
2023-12-29,39,59
2024-01-02,60,224
2024-01-03,51,136
2024-01-04,42,175
2024-01-05,44,137
2024-01-08,44,140
2024-01-09,55,166
2024-01-10,51,126
2024-01-11,52,85
2024-01-12,80,402
2024-01-15,35,129
2024-01-16,106,171
2024-01-17,87,126
2024-01-18,87,155
2024-01-19,88,110
2024-01-22,93,95
2024-01-23,86,163
2024-01-24,105,123
2024-01-25,86,100
2024-01-26,117,144
2024-01-29,79,80
2024-01-30,54,77
2024-01-31,67,95
2024-02-01,103,151
2024-02-02,35,88
2024-02-05,72,116
2024-02-06,43,99
2024-02-07,51,99
2024-02-08,29,113
2024-02-09,36,89
2024-02-12,36,92
2024-02-13,31,149
2024-02-14,28,154
2024-02-15,30,108
2024-02-16,44,129
2024-02-19,34,122
2024-02-20,113,128
2024-02-21,63,110
2024-02-22,99,141
2024-02-23,43,102
