date,ticks_window1,ticks_window2
2024-02-26,33,73
2024-02-27,62,57
2024-02-28,38,119
2024-02-29,29,146
2024-03-01,40,151
2024-03-04,38,78
2024-03-05,63,65
2024-03-06,29,119
2024-03-07,70,108
2024-03-08,22,110
2024-06-04,48,133
2024-06-05,60,106
2024-06-06,55,64
2024-06-07,43,126
2024-06-10,55,88
2024-06-11,44,154
2024-06-12,33,139
2024-06-13,46,93
2024-06-14,72,255
2024-06-17,61,123
2024-06-18,33,82
2024-06-19,51,60
2024-06-20,38,121
2024-06-21,51,140
2024-06-24,61,110
2024-06-25,55,104
2024-06-26,14,112
2024-06-27,26,62
2024-06-28,32,90
2024-07-01,32,105
2024-07-02,30,212
2024-07-03,40,108
2024-07-04,28,24
2024-07-05,31,113
2024-07-08,73,104
2024-07-09,38,84
2024-07-10,25,88
2024-07-11,23,47
2024-07-12,123,128
2024-07-15,27,160
2024-07-16,76,77
2024-07-17,88,236
2024-07-18,70,118
2024-07-19,0,180
2024-07-22,44,103
2024-07-23,88,189
2024-07-24,74,93
2024-07-25,59,243
2024-07-26,84,167
2024-07-29,75,156
2024-07-31,143,168
2024-08-01,98,252
2024-08-02,205,265
2024-08-05,472,457
2024-08-06,300,322
2024-08-07,282,305
2024-08-08,227,274
2024-08-09,180,265
2024-08-12,107,169
2024-08-13,85,173
2024-08-15,139,188
2024-08-16,77,207
2024-08-19,115,139
2024-08-20,138,139
2024-08-21,88,137
2024-08-22,76,165
2024-08-23,57,129
2024-08-26,94,206
2024-08-27,73,208
2024-08-28,84,240
2024-08-29,158,231
2024-08-30,154,147
2024-09-02,55,104
2024-09-03,93,194
2024-09-04,246,215
2024-09-05,142,204
2024-09-06,166,192
2024-09-09,192,164
2024-09-10,116,189
2024-09-11,175,168
2024-09-12,125,0
2024-09-13,57,148
2024-09-16,97,232
2024-09-17,128,314
2024-09-18,142,124
2024-09-19,216,272
2024-09-20,129,129
2024-09-23,90,108
2024-09-24,105,184
2024-09-25,92,115
2024-09-26,140,176
2024-09-27,194,148
2024-09-30,119,167
2024-10-01,126,131
2024-10-02,186,242
2024-10-03,111,118
2024-10-04,75,180
2024-10-07,92,142
2024-10-08,144,136
2024-10-09,133,133
2024-10-10,131,154
2024-10-11,52,93
2024-10-14,50,109
2024-10-15,40,142
2024-10-16,76,146
2024-10-17,114,121
2024-10-18,87,120
2024-10-21,109,151
2024-10-22,85,145
2024-10-23,30,161
2024-10-24,65,120
2024-10-25,77,105
2024-10-28,95,172
2024-10-29,75,162
2024-10-30,105,173
2024-10-31,62,165
2024-11-01,140,141
2024-11-04,76,123
2024-11-05,40,140
2024-11-06,220,345
2024-11-07,78,105
2024-11-08,85,108
2024-11-11,38,66
2024-11-12,87,178
2024-11-13,134,141
2024-11-14,47,148
2024-11-15,107,147
2024-11-18,26,127
2024-11-19,107,291
2024-11-20,72,235
2024-11-21,50,180
2024-11-22,101,193
2024-11-25,34,93
2024-11-26,93,188
2024-11-27,51,144
2024-11-28,31,62
2024-11-29,50,103
2024-12-02,25,119
2024-12-03,77,132
2024-12-04,34,106
2024-12-05,64,83
2024-12-06,55,96
2024-12-09,24,101
2024-12-10,28,63
2024-12-12,30,91
2024-12-13,46,60
2024-12-16,39,97
2024-12-17,31,159
2024-12-18,50,94
2024-12-19,141,216
2024-12-20,73,274
2024-12-23,60,218
2024-12-24,33,101
2024-12-26,49,89
2024-12-27,59,87
2024-12-30,65,90
2024-12-31,82,136
2025-01-02,86,231
2025-01-03,146,80
2025-01-06,112,207
2025-01-07,66,150
2025-01-08,35,294
2025-01-09,26,149
2025-01-10,99,176
2025-01-13,108,160
2025-01-14,92,207
2025-01-15,33,193
2025-01-16,96,155
2025-01-17,85,201
2025-01-20,77,91
2025-01-21,94,200
2025-01-22,59,115
2025-01-23,60,138
2025-01-24,67,117
2025-01-27,149,406
2025-01-28,110,131
2025-01-29,59,96
2025-01-30,43,109
2025-01-31,63,94
2025-02-03,161,225
2025-02-04,225,172
2025-02-05,78,122
2025-02-06,71,135
2025-02-07,49,80
2025-02-10,48,86
2025-02-11,77,82
2025-02-12,51,107
2025-02-13,91,384
2025-02-14,75,143
2025-02-17,73,68
2025-02-18,84,61
2025-02-19,25,163
2025-02-20,81,159
2025-02-21,88,113
2025-02-24,84,136
2025-02-25,56,196
2025-02-26,59,203
2025-02-27,146,151
2025-02-28,117,109
2025-03-03,121,131
2025-03-04,194,325
2025-03-05,135,443
2025-03-06,181,277
2025-03-07,142,200
2025-03-10,184,314
2025-03-11,244,207
2025-03-12,89,208
2025-03-13,249,303
2025-03-14,125,237
2025-03-17,64,210
2025-03-18,119,228
2025-03-19,61,233
2025-03-20,93,244
2025-03-21,117,225
2025-03-24,74,157
2025-03-25,13,102
2025-03-26,58,98
2025-03-27,147,134
2025-03-28,50,159
2025-03-31,114,175
2025-04-01,142,286
2025-04-02,70,214
2025-04-03,342,362
2025-04-04,248,555
2025-04-07,394,503
2025-04-08,289,469
2025-04-09,347,436
2025-04-10,275,343
2025-04-11,394,446
2025-04-14,123,298
2025-04-15,204,411
2025-04-16,279,262
2025-04-17,188,319
2025-04-21,115,283
2025-04-22,194,305
2025-04-23,187,335
2025-04-24,285,327
2025-04-25,221,317
2025-04-28,147,166
2025-04-29,163,234
2025-04-30,97,226
2025-05-01,135,204
2025-05-02,158,229
2025-05-05,121,138
2025-05-06,116,313
2025-05-07,135,119
2025-05-08,138,190
2025-05-09,148,262
2025-05-12,106,395
2025-05-13,106,184
2025-05-14,79,233
2025-05-15,77,121
2025-05-16,50,115
2025-05-19,112,241
2025-05-20,118,137
2025-05-21,124,183
2025-05-22,99,369
2025-05-23,123,586
2025-05-26,105,69
2025-05-27,122,116
2025-05-28,53,101
2025-05-29,151,330
2025-05-30,118,143
2025-06-02,147,148
2025-06-03,85,135
2025-06-04,54,146
2025-06-05,63,112
2025-06-06,129,182
2025-06-09,83,175
2025-06-10,230,158
2025-06-11,117,128
2025-06-12,158,245
2025-06-13,199,249
2025-06-16,91,133
2025-06-17,208,218
2025-06-18,118,211
2025-06-19,158,181
2025-06-20,146,372
2025-06-23,101,226
2025-06-24,114,154
2025-06-25,58,163
2025-06-26,95,126
2025-06-27,54,97
2025-06-30,49,132
2025-07-01,72,196
2025-07-02,100,250
2025-07-03,86,135
2025-07-04,65,111
2025-07-07,60,107
2025-07-08,52,106
2025-07-09,83,141
2025-07-10,67,97
2025-07-11,120,136
2025-07-14,85,136
2025-07-15,119,125
2025-07-16,123,87
2025-07-17,101,129
2025-07-18,28,169
2025-07-21,46,115
2025-07-22,43,154
2025-07-23,57,113
2025-07-24,35,142
2025-07-25,87,121
2025-07-28,37,91
2025-07-29,33,76
2025-07-30,58,103
2025-08-01,139,253
2025-08-04,79,185
2025-08-05,71,221
2025-08-06,115,169
2025-08-07,82,206
2025-08-08,184,102
2025-08-11,78,77
2025-08-12,134,140
2025-08-13,59,184
2025-08-14,113,105
2025-08-15,41,86
2025-08-18,33,102
2025-08-19,50,131
2025-08-20,95,125
2025-08-21,104,182
2025-08-22,71,99
2025-08-25,77,107
2025-08-26,73,143
2025-08-27,43,67
2025-08-28,73,129
2025-08-29,40,86
2025-09-01,107,115
2025-09-02,121,218
2025-09-03,117,149
2025-09-04,104,134
2025-09-05,69,153
2025-09-08,91,109
2025-09-09,82,71
2025-09-10,46,87
2025-09-11,98,115
2025-09-12,62,145
2025-09-15,40,123
2025-09-16,89,108
2025-09-17,29,88
2025-09-18,75,212
2025-09-19,119,146
2025-09-22,63,122
2025-09-23,110,130
2025-09-24,45,135
2025-09-25,40,242
2025-09-26,113,149
2025-09-29,85,115
2025-09-30,131,145
2025-10-01,96,168
2025-10-02,76,88
2025-10-03,71,138
2025-10-06,89,106
2025-10-07,64,89
2025-10-08,50,99
2025-10-09,75,94
2025-10-10,49,75
2025-10-13,139,372
2025-10-14,401,272
2025-10-15,186,185
2025-10-16,139,127
2025-10-17,214,457
2025-10-20,112,179
2025-10-21,166,111
2025-10-22,109,233
2025-10-23,191,269
2025-10-24,74,121
2025-10-27,100,80
2025-10-28,97,80
2025-10-29,55,101
2025-10-30,236,202
2025-10-31,132,188
2025-11-03,126,116
2025-11-04,311,198
2025-11-05,237,197
2025-11-06,153,134
2025-11-07,162,309
2025-11-10,99,139
2025-11-11,192,130
2025-11-12,132,183
2025-11-13,100,210
2025-11-14,257,367
2025-11-17,129,270
2025-11-19,335,236
2025-11-20,170,254
2025-11-21,308,404
2025-11-24,86,309
2025-11-25,111,225
2025-11-26,46,238
2025-11-27,109,88
2025-12-01,123,207
2025-12-02,70,84
2025-12-03,84,100
2025-12-04,77,122
2025-12-05,33,80
2025-12-08,83,112
2025-12-09,62,106
2025-12-10,57,117
2025-12-11,156,140
2025-12-12,97,212
2025-12-15,67,82
2025-12-16,178,147
2025-12-17,183,72
2025-12-18,166,109
2025-12-19,108,121
2025-12-22,56,93
2025-12-23,49,60
2025-12-24,28,48
2025-12-29,69,53
2025-12-30,50,36
2025-12-31,86,46
2026-01-02,38,92
